sequence	FMT.ADSC1	FMT.ADSC2	FMT.ADSC3	FMT.ADSC4	FMT.ADSC5	FMT.C571	FMT.C572	FMT.C573	FMT.C574	FMT.C575	FMT.HUCMSC1	FMT.HUCMSC2	FMT.HUCMSC3	FMT.HUCMSC4	FMT.HUCMSC5	FMT.NACL1	FMT.NACL2	FMT.NACL3	FMT.NACL4	FMT.NACL5	FMT.SHED1	FMT.SHED2	FMT.SHED3	FMT.SHED4	FMT.SHED5
199568	9.0	7.0	30.0	16.0	0.0	14.0	14.0	12.0	6.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	8.0	7.0	23.0	5.0	0.0	0.0
180402	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
182893	7299.0	7352.0	12299.0	9897.0	3666.0	13415.0	9687.0	4107.0	6633.0	9351.0	4509.0	9674.0	3229.0	3003.0	3184.0	4640.0	3079.0	1566.0	1328.0	4131.0	2929.0	5314.0	8507.0	15540.0	1877.0
4391686	0.0	0.0	0.0	0.0	0.0	158.0	157.0	128.0	106.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	68.0	0.0	0.0	0.0
527437	1845.0	3066.0	2585.0	1950.0	550.0	1216.0	484.0	407.0	2168.0	765.0	2697.0	611.0	304.0	335.0	717.0	158.0	27.0	119.0	139.0	188.0	564.0	151.0	872.0	2131.0	213.0
1133502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0
195325	80.0	64.0	37.0	34.0	35.0	265.0	195.0	139.0	168.0	210.0	40.0	6.0	11.0	10.0	27.0	31.0	9.0	9.0	56.0	22.0	32.0	9.0	0.0	36.0	40.0
526963	14.0	0.0	16.0	3.0	4.0	12.0	17.0	17.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	9.0	0.0	7.0	0.0	0.0	0.0	0.0
529442	638.0	491.0	769.0	623.0	327.0	588.0	482.0	225.0	292.0	398.0	343.0	530.0	168.0	204.0	266.0	370.0	215.0	219.0	201.0	345.0	129.0	149.0	484.0	718.0	131.0
314853	18.0	11.0	23.0	35.0	15.0	0.0	0.0	0.0	0.0	0.0	26.0	6.0	0.0	6.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	7.0	13.0	0.0
350681	0.0	0.0	0.0	0.0	0.0	13.0	12.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	524.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
264795	562.0	641.0	592.0	546.0	451.0	2205.0	1451.0	1051.0	584.0	620.0	264.0	270.0	218.0	732.0	1598.0	1745.0	474.0	1356.0	1681.0	1874.0	1052.0	633.0	522.0	1010.0	151.0
185670	158.0	102.0	175.0	84.0	56.0	92.0	130.0	104.0	54.0	71.0	48.0	62.0	13.0	25.0	11.0	100.0	61.0	65.0	16.0	25.0	40.0	21.0	57.0	59.0	6.0
233435	6591.0	5021.0	6640.0	5526.0	2015.0	5600.0	4366.0	2009.0	2680.0	3490.0	2888.0	4281.0	2353.0	1825.0	2481.0	4451.0	2874.0	910.0	914.0	2161.0	2278.0	1324.0	5138.0	8942.0	1102.0
268923	11.0	0.0	9.0	11.0	10.0	66.0	49.0	34.0	12.0	22.0	30.0	15.0	10.0	0.0	10.0	19.0	25.0	0.0	2.0	11.0	7.0	0.0	5.0	8.0	0.0
289569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
183870	219.0	113.0	253.0	210.0	106.0	363.0	263.0	110.0	182.0	233.0	96.0	141.0	58.0	52.0	166.0	259.0	938.0	168.0	92.0	313.0	68.0	86.0	179.0	265.0	35.0
352165	0.0	16.0	10.0	0.0	0.0	24.0	20.0	35.0	0.0	11.0	0.0	15.0	0.0	0.0	9.0	9.0	0.0	13.0	18.0	31.0	7.0	0.0	0.0	0.0	0.0
189279	0.0	6.0	3.0	0.0	0.0	6.0	8.0	0.0	0.0	10.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0
114305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
196984	2140.0	1657.0	1511.0	1241.0	352.0	748.0	554.0	318.0	335.0	433.0	826.0	734.0	370.0	292.0	312.0	545.0	716.0	192.0	150.0	583.0	164.0	379.0	1083.0	1988.0	226.0
259578	513.0	348.0	213.0	217.0	170.0	671.0	832.0	479.0	629.0	425.0	217.0	275.0	15.0	46.0	155.0	380.0	127.0	349.0	300.0	363.0	116.0	186.0	195.0	127.0	63.0
656881	23.0	0.0	3.0	0.0	0.0	8.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0
193666	11.0	12.0	0.0	10.0	10.0	453.0	458.0	312.0	315.0	341.0	0.0	3.0	0.0	0.0	0.0	0.0	3729.0	6.0	34.0	2.0	81.0	114.0	52.0	0.0	0.0
512191	3995.0	689.0	632.0	714.0	590.0	78.0	146.0	56.0	70.0	71.0	833.0	503.0	150.0	243.0	68.0	123.0	107.0	175.0	153.0	326.0	0.0	2.0	499.0	597.0	293.0
4318044	0.0	0.0	0.0	0.0	0.0	23.0	16.0	13.0	17.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
353073	866.0	975.0	987.0	986.0	475.0	411.0	299.0	145.0	157.0	243.0	558.0	1057.0	417.0	318.0	284.0	191.0	475.0	77.0	66.0	167.0	77.0	257.0	1019.0	1836.0	239.0
3302038	182.0	286.0	200.0	206.0	184.0	127.0	182.0	124.0	72.0	83.0	266.0	178.0	0.0	45.0	25.0	24.0	45.0	29.0	53.0	55.0	34.0	31.0	146.0	148.0	14.0
290018	0.0	0.0	4.0	0.0	0.0	36.0	35.0	32.0	11.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	952.0	0.0	1.0	0.0	0.0	11.0	15.0	0.0	0.0
579743	3.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	10.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184661	0.0	10.0	0.0	0.0	0.0	64.0	54.0	34.0	37.0	48.0	0.0	0.0	2.0	0.0	0.0	0.0	939.0	0.0	13.0	0.0	0.0	0.0	22.0	0.0	0.0
273494	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	2.0	0.0	32.0	7.0	0.0	25.0	2.0	3.0	0.0	0.0	0.0	71.0	22.0
202319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
216888	360.0	786.0	276.0	245.0	118.0	155.0	183.0	101.0	180.0	59.0	138.0	280.0	32.0	38.0	62.0	56.0	62.0	82.0	80.0	84.0	3.0	11.0	84.0	140.0	32.0
311952	73.0	135.0	68.0	53.0	58.0	30.0	13.0	18.0	39.0	20.0	5.0	75.0	11.0	33.0	5.0	0.0	27.0	0.0	7.0	18.0	2.0	0.0	13.0	44.0	0.0
3116297	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
546834	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
544773	0.0	0.0	0.0	0.0	4.0	39.0	54.0	38.0	44.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	7.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0
4333552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
182420	225.0	194.0	154.0	150.0	274.0	71.0	129.0	134.0	75.0	57.0	314.0	223.0	24.0	72.0	14.0	33.0	107.0	13.0	8.0	21.0	25.0	22.0	125.0	96.0	62.0
183107	130.0	68.0	151.0	174.0	49.0	92.0	122.0	67.0	97.0	99.0	68.0	126.0	45.0	14.0	61.0	30.0	391.0	32.0	30.0	47.0	15.0	30.0	54.0	44.0	28.0
303326	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3843950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	9.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
4225237	0.0	0.0	0.0	0.0	0.0	52.0	46.0	5.0	22.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	10.0	0.0	0.0	0.0
185258	2577.0	3207.0	2712.0	2271.0	5961.0	2420.0	9104.0	7080.0	1498.0	1830.0	1565.0	6226.0	623.0	721.0	274.0	755.0	164.0	551.0	407.0	408.0	876.0	811.0	1371.0	1565.0	689.0
294709	0.0	0.0	6.0	0.0	0.0	10.0	0.0	0.0	8.0	9.0	0.0	0.0	0.0	0.0	2.0	0.0	23.0	0.0	0.0	0.0	0.0	5.0	12.0	0.0	0.0
225897	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1115574	0.0	0.0	0.0	0.0	0.0	14.0	19.0	11.0	10.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	5.0	9.0	0.0	0.0	0.0
2984011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163997	655.0	903.0	724.0	572.0	1517.0	664.0	2078.0	1579.0	408.0	454.0	458.0	1512.0	126.0	220.0	99.0	192.0	152.0	173.0	161.0	213.0	187.0	215.0	288.0	395.0	216.0
197460	119.0	116.0	120.0	88.0	133.0	155.0	122.0	70.0	95.0	85.0	162.0	103.0	29.0	31.0	44.0	116.0	484.0	96.0	133.0	99.0	29.0	21.0	58.0	78.0	5.0
522549	268.0	192.0	648.0	501.0	90.0	1493.0	1137.0	620.0	234.0	398.0	116.0	171.0	51.0	100.0	37.0	45.0	68.0	16.0	38.0	38.0	181.0	195.0	231.0	391.0	57.0
91285	0.0	0.0	0.0	0.0	0.0	54.0	50.0	10.0	13.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	8.0	0.0	0.0	0.0
522863	1466.0	1310.0	1379.0	1139.0	1772.0	997.0	1449.0	1379.0	469.0	620.0	1432.0	1473.0	286.0	467.0	213.0	376.0	282.0	397.0	322.0	327.0	260.0	199.0	723.0	964.0	224.0
883610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
328816	0.0	0.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261016	293.0	218.0	219.0	178.0	228.0	330.0	286.0	304.0	185.0	175.0	289.0	253.0	50.0	72.0	63.0	76.0	537.0	180.0	129.0	123.0	57.0	49.0	170.0	155.0	67.0
1038074	76.0	30.0	54.0	51.0	15.0	62.0	49.0	21.0	75.0	44.0	17.0	22.0	13.0	18.0	9.0	19.0	0.0	9.0	0.0	34.0	12.0	11.0	14.0	61.0	0.0
263546	76.0	112.0	84.0	45.0	66.0	58.0	64.0	85.0	48.0	41.0	102.0	139.0	0.0	0.0	25.0	45.0	8.0	19.0	10.0	35.0	23.0	24.0	101.0	62.0	21.0
194286	736.0	140.0	214.0	169.0	57.0	77.0	69.0	26.0	45.0	35.0	99.0	121.0	41.0	58.0	19.0	25.0	22.0	14.0	11.0	24.0	32.0	18.0	166.0	255.0	19.0
4426850	0.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
339531	0.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
693613	38.0	22.0	160.0	201.0	27.0	0.0	0.0	0.0	10.0	0.0	11.0	18.0	6.0	7.0	0.0	0.0	25.0	3.0	0.0	0.0	0.0	0.0	14.0	29.0	6.0
851865	4.0	0.0	0.0	3.0	0.0	105.0	104.0	77.0	100.0	70.0	0.0	0.0	0.0	0.0	2.0	0.0	141.0	0.0	23.0	0.0	19.0	32.0	13.0	0.0	0.0
529506	0.0	96.0	14.0	125.0	77.0	0.0	0.0	0.0	0.0	0.0	141.0	17.0	12.0	1.0	1.0	0.0	30.0	0.0	0.0	9.0	0.0	0.0	50.0	31.0	0.0
297872	9.0	65.0	0.0	0.0	0.0	230.0	206.0	293.0	151.0	114.0	4.0	36.0	0.0	0.0	22.0	38.0	116.0	44.0	54.0	52.0	55.0	52.0	0.0	25.0	0.0
270418	49.0	11.0	19.0	24.0	37.0	126.0	132.0	117.0	776.0	144.0	0.0	10.0	18.0	0.0	170.0	219.0	59.0	370.0	312.0	271.0	35.0	49.0	0.0	0.0	0.0
2901960	26.0	8.0	27.0	0.0	12.0	32.0	0.0	16.0	13.0	17.0	13.0	14.0	0.0	8.0	1.0	0.0	3.0	15.0	5.0	0.0	0.0	7.0	5.0	0.0	0.0
37026	0.0	0.0	0.0	0.0	0.0	9.0	6.0	12.0	13.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2157225	0.0	0.0	0.0	6.0	10.0	25.0	22.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	325.0	10.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
171617	989.0	1150.0	1296.0	1077.0	430.0	840.0	635.0	345.0	432.0	406.0	573.0	1292.0	536.0	823.0	457.0	536.0	652.0	129.0	165.0	277.0	127.0	189.0	1322.0	2314.0	284.0
4356455	0.0	0.0	0.0	0.0	0.0	13.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192222	520.0	142.0	1941.0	1108.0	64.0	322.0	225.0	82.0	923.0	1019.0	310.0	147.0	45.0	78.0	102.0	104.0	87.0	69.0	74.0	119.0	510.0	83.0	185.0	273.0	39.0
1546879	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151841	1185.0	250.0	430.0	325.0	179.0	353.0	324.0	232.0	308.0	108.0	199.0	223.0	100.0	77.0	341.0	101.0	57.0	60.0	40.0	160.0	53.0	60.0	201.0	343.0	25.0
580168	1277.0	25.0	206.0	94.0	87.0	10.0	3.0	6.0	98.0	0.0	44.0	21.0	4.0	0.0	10.0	4.0	0.0	2.0	0.0	5.0	0.0	15.0	24.0	24.0	8.0
4302012	0.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	55.0	0.0	12.0	0.0	0.0	5.0	6.0	4.0	0.0
272239	3.0	0.0	16.0	5.0	19.0	0.0	64.0	16.0	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	7.0	3.0	0.0	2.0
4403441	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	3.0	3.0	4.0	0.0	0.0
686593	28.0	30.0	19.0	10.0	15.0	74.0	80.0	56.0	52.0	46.0	8.0	19.0	8.0	6.0	14.0	36.0	75.0	10.0	20.0	0.0	10.0	29.0	0.0	31.0	3.0
4388133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
511724	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815790	1025.0	566.0	525.0	636.0	622.0	104.0	273.0	79.0	284.0	219.0	2377.0	734.0	110.0	212.0	53.0	114.0	22.0	144.0	118.0	164.0	134.0	86.0	492.0	420.0	939.0
293471	4.0	8.0	6.0	0.0	0.0	0.0	0.0	10.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	5.0	3.0	0.0
273784	10.0	18.0	12.0	3.0	13.0	38.0	47.0	32.0	7.0	15.0	1.0	25.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	6.0	8.0	0.0	3.0	4.0
1146188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724147	45.0	66.0	21.0	34.0	18.0	59.0	36.0	5.0	4.0	45.0	47.0	63.0	25.0	18.0	19.0	18.0	0.0	0.0	0.0	13.0	36.0	0.0	8.0	0.0	0.0
205771	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287907	11.0	14.0	39.0	29.0	5.0	56.0	36.0	31.0	24.0	31.0	5.0	7.0	0.0	2.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	7.0	9.0	0.0	0.0
322340	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	18.0	38.0	0.0	0.0	0.0	9.0	0.0	0.0
196844	14.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755474	15.0	0.0	4.0	7.0	0.0	105.0	121.0	71.0	86.0	76.0	0.0	13.0	0.0	0.0	16.0	0.0	141.0	0.0	0.0	6.0	27.0	46.0	6.0	2.0	0.0
591063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
190026	145.0	39.0	60.0	41.0	19.0	39.0	42.0	27.0	25.0	21.0	29.0	66.0	16.0	27.0	12.0	18.0	45.0	3.0	4.0	9.0	16.0	14.0	64.0	67.0	21.0
195674	80.0	78.0	29.0	47.0	16.0	78.0	110.0	66.0	21.0	30.0	0.0	31.0	14.0	0.0	0.0	63.0	56.0	0.0	0.0	24.0	18.0	18.0	15.0	23.0	25.0
182630	299.0	1350.0	216.0	281.0	239.0	35.0	10.0	56.0	74.0	72.0	226.0	162.0	59.0	85.0	25.0	78.0	89.0	55.0	42.0	38.0	0.0	37.0	226.0	194.0	108.0
271544	314.0	236.0	225.0	236.0	274.0	18.0	55.0	33.0	21.0	1.0	413.0	210.0	22.0	251.0	0.0	0.0	13.0	8.0	0.0	11.0	2.0	0.0	104.0	134.0	35.0
266935	17.0	15.0	23.0	25.0	72.0	11.0	48.0	16.0	10.0	13.0	8.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	13.0	18.0	6.0
4478993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4465473	1.0	10.0	0.0	0.0	0.0	12.0	27.0	5.0	0.0	9.0	5.0	9.0	0.0	7.0	0.0	10.0	72.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0
3593364	2.0	0.0	0.0	0.0	6.0	11.0	11.0	115.0	17.0	15.0	11.0	0.0	5.0	0.0	16.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0
4377099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
2851831	0.0	0.0	0.0	0.0	0.0	26.0	35.0	0.0	8.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
325539	62.0	125.0	90.0	38.0	71.0	45.0	66.0	58.0	37.0	24.0	182.0	109.0	19.0	23.0	20.0	40.0	11.0	15.0	7.0	3.0	23.0	23.0	32.0	51.0	0.0
330118	23.0	11.0	20.0	22.0	0.0	0.0	8.0	0.0	17.0	6.0	0.0	0.0	0.0	0.0	104.0	103.0	113.0	139.0	136.0	425.0	0.0	10.0	0.0	0.0	0.0
16272	17.0	31.0	0.0	17.0	14.0	0.0	13.0	0.0	0.0	5.0	0.0	20.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	16.0	3.0
278566	10.0	3.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	5.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
110660	53.0	20.0	63.0	25.0	29.0	43.0	40.0	0.0	18.0	18.0	7.0	17.0	7.0	0.0	18.0	21.0	17.0	36.0	27.0	25.0	0.0	0.0	20.0	11.0	0.0
671400	0.0	0.0	0.0	0.0	0.0	91.0	109.0	60.0	60.0	105.0	0.0	2.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	22.0	32.0	0.0	0.0	0.0
347529	2.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0
260834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
108724	49.0	26.0	35.0	20.0	26.0	0.0	0.0	0.0	0.0	0.0	29.0	26.0	6.0	6.0	16.0	14.0	301.0	21.0	308.0	18.0	0.0	0.0	758.0	25.0	8.0
4463767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
298198	0.0	0.0	11.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	17.0	0.0
519104	0.0	0.0	0.0	0.0	0.0	11.0	21.0	8.0	3.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
245951	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
157382	9.0	0.0	0.0	10.0	0.0	31.0	44.0	57.0	27.0	32.0	0.0	11.0	0.0	0.0	6.0	0.0	0.0	7.0	15.0	0.0	12.0	14.0	12.0	3.0	0.0
269248	8.0	9.0	4.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	78.0	7.0	11.0	0.0	0.0	0.0	109.0	6.0	0.0
4295908	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4331006	0.0	0.0	0.0	0.0	0.0	27.0	35.0	15.0	29.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	14.0	18.0	0.0	0.0	0.0
807337	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
518033	5.0	11.0	8.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	3.0	2.0	2.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	3.0
4323733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186510	0.0	1.0	0.0	0.0	0.0	58.0	61.0	42.0	44.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	441.0	0.0	16.0	0.0	24.0	23.0	0.0	0.0	0.0
156255	0.0	0.0	0.0	0.0	0.0	21.0	25.0	30.0	32.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158611	19.0	0.0	15.0	7.0	10.0	7.0	6.0	0.0	4.0	9.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0
95957	0.0	0.0	0.0	0.0	3.0	73.0	51.0	24.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
210216	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
190084	121.0	99.0	38.0	55.0	44.0	43.0	8.0	35.0	34.0	20.0	99.0	45.0	24.0	16.0	0.0	0.0	56.0	29.0	6.0	14.0	18.0	0.0	48.0	57.0	0.0
306695	13.0	0.0	19.0	8.0	0.0	15.0	8.0	13.0	27.0	0.0	8.0	11.0	3.0	2.0	2.0	0.0	13.0	0.0	0.0	4.0	0.0	6.0	12.0	11.0	2.0
